0,0,0,0
30,0,8,0
30,30,8,0
30,60,3,0
30,90,9,0
30,120,5,0
30,150,1,0
30,180,2,0
30,210,9,0
30,240,10,0
30,270,8,0
30,300,8,0
30,330,1,0
30,360,9,0
30,390,9,0
30,420,8,0
30,450,5,0
30,480,1,0
30,510,10,0
30,540,5,0
30,570,9,0
60,0,6,0
60,30,4,0
60,60,10,0
60,90,3,0
60,120,10,0
60,150,9,0
60,180,8,0
60,210,4,0
60,240,8,0
60,270,8,0
60,300,9,0
60,330,9,0
60,360,1,0
60,390,5,0
60,420,9,0
60,450,8,0
60,480,4,0
60,510,1,0
60,540,8,0
60,570,6,0
90,0,7,0
90,30,8,0
90,60,5,0
90,90,6,0
90,120,10,0
90,150,9,0
90,180,1,0
90,210,1,0
90,240,5,0
90,270,6,0
90,300,2,0
90,330,8,0
90,360,6,0
90,390,5,0
90,420,2,0
90,450,5,0
90,480,4,0
90,510,10,0
90,540,10,0
90,570,2,0
120,0,2,0
120,30,4,0
120,60,9,0
120,90,6,0
120,120,9,0
120,150,9,0
120,180,6,0
120,210,10,0
120,240,9,0
120,270,10,0
120,300,8,0
120,330,1,0
120,360,10,0
120,390,5,0
120,420,8,0
120,450,6,0
120,480,8,0
120,510,10,0
120,540,4,0
120,570,10,0
150,0,9,0
150,30,10,0
150,60,7,0
150,90,4,0
150,120,7,0
150,150,8,0
150,180,6,0
150,210,7,0
150,240,3,0
150,270,10,0
150,300,3,0
150,330,8,0
150,360,3,0
150,390,3,0
150,420,6,0
150,450,7,0
150,480,2,0
150,510,6,0
150,540,9,0
150,570,5,0
180,0,9,0
180,30,10,0
180,60,6,0
180,90,7,0
180,120,10,0
180,150,8,0
180,180,5,0
180,210,8,0
180,240,1,0
180,270,6,0
180,300,8,0
180,330,3,0
180,360,7,0
180,390,8,0
180,420,5,0
180,450,1,0
180,480,9,0
180,510,3,0
180,540,2,0
180,570,6,0
210,0,7,0
210,30,8,0
210,60,3,0
210,90,9,0
210,120,1,0
210,150,10,0
210,180,1,0
210,210,8,0
210,240,4,0
210,270,4,0
210,300,9,0
210,330,2,0
210,360,6,0
210,390,7,0
210,420,10,0
210,450,7,0
210,480,8,0
210,510,3,0
210,540,9,0
210,570,7,0
240,0,3,0
240,30,6,0
240,60,10,0
240,90,5,0
240,120,1,0
240,150,6,0
240,180,10,0
240,210,7,0
240,240,8,0
240,270,10,0
240,300,5,0
240,330,6,0
240,360,8,0
240,390,6,0
240,420,9,0
240,450,10,0
240,480,2,0
240,510,4,0
240,540,9,0
240,570,4,0
270,0,3,0
270,30,4,0
270,60,10,0
270,90,6,0
270,120,6,0
270,150,1,0
270,180,7,0
270,210,10,0
270,240,3,0
270,270,1,0
270,300,6,0
270,330,3,0
270,360,6,0
270,390,9,0
270,420,7,0
270,450,9,0
270,480,7,0
270,510,9,0
270,540,6,0
270,570,5,0
300,0,10,0
300,30,8,0
300,60,7,0
300,90,5,0
300,120,9,0
300,150,8,0
300,180,5,0
300,210,5,0
300,240,4,0
300,270,7,0
300,300,7,0
300,330,4,0
300,360,6,0
300,390,1,0
300,420,10,0
300,450,8,0
300,480,9,0
300,510,7,0
300,540,8,0
300,570,6,0
330,0,6,0
330,30,6,0
330,60,3,0
330,90,6,0
330,120,7,0
330,150,7,0
330,180,2,0
330,210,10,0
330,240,6,0
330,270,1,0
330,300,5,0
330,330,2,0
330,360,7,0
330,390,10,0
330,420,2,0
330,450,2,0
330,480,7,0
330,510,3,0
330,540,1,0
330,570,5,0
360,0,9,0
360,30,10,0
360,60,2,0
360,90,5,0
360,120,3,0
360,150,9,0
360,180,9,0
360,210,4,0
360,240,3,0
360,270,8,0
360,300,8,0
360,330,6,0
360,360,3,0
360,390,2,0
360,420,5,0
360,450,1,0
360,480,2,0
360,510,7,0
360,540,7,0
360,570,4,0
390,0,2,0
390,30,6,0
390,60,7,0
390,90,6,0
390,120,6,0
390,150,8,0
390,180,1,0
390,210,5,0
390,240,2,0
390,270,6,0
390,300,5,0
390,330,5,0
390,360,6,0
390,390,5,0
390,420,4,0
390,450,10,0
390,480,3,0
390,510,1,0
390,540,1,0
390,570,3,0
420,0,3,0
420,30,3,0
420,60,4,0
420,90,6,0
420,120,5,0
420,150,10,0
420,180,4,0
420,210,3,0
420,240,4,0
420,270,6,0
420,300,5,0
420,330,7,0
420,360,1,0
420,390,3,0
420,420,4,0
420,450,6,0
420,480,6,0
420,510,9,0
420,540,6,0
420,570,4,0
450,0,7,0
450,30,8,0
450,60,1,0
450,90,7,0
450,120,6,0
450,150,3,0
450,180,4,0
450,210,5,0
450,240,7,0
450,270,7,0
450,300,10,0
450,330,10,0
450,360,7,0
450,390,6,0
450,420,8,0
450,450,8,0
450,480,5,0
450,510,10,0
450,540,2,0
450,570,8,0
480,0,7,0
480,30,5,0
480,60,6,0
480,90,2,0
480,120,10,0
480,150,10,0
480,180,2,0
480,210,8,0
480,240,4,0
480,270,4,0
480,300,3,0
480,330,10,0
480,360,3,0
480,390,6,0
480,420,3,0
480,450,5,0
480,480,8,0
480,510,5,0
480,540,10,0
480,570,5,0
510,0,4,0
510,30,4,0
510,60,10,0
510,90,6,0
510,120,5,0
510,150,4,0
510,180,6,0
510,210,6,0
510,240,3,0
510,270,2,0
510,300,8,0
510,330,4,0
510,360,8,0
510,390,10,0
510,420,10,0
510,450,8,0
510,480,2,0
510,510,8,0
510,540,8,0
510,570,3,0
540,0,10,0
540,30,10,0
540,60,3,0
540,90,4,0
540,120,5,0
540,150,8,0
540,180,10,0
540,210,2,0
540,240,1,0
540,270,4,0
540,300,7,0
540,330,6,0
540,360,10,0
540,390,4,0
540,420,7,0
540,450,6,0
540,480,2,0
540,510,1,0
540,540,10,0
540,570,4,0
570,0,3,0
570,30,9,0
570,60,8,0
570,90,5,0
570,120,2,0
570,150,9,0
570,180,10,0
570,210,1,0
570,240,3,0
570,270,8,0
570,300,10,0
570,330,8,0
570,360,6,0
570,390,2,0
570,420,9,0
570,450,7,0
570,480,7,0
570,510,8,0
570,540,10,0
570,570,10,0
600,0,9,0
600,30,3,0
600,60,6,0
600,90,5,0
600,120,3,0
600,150,4,0
600,180,2,0
600,210,2,0
600,240,8,0
600,270,8,0
600,300,4,0
600,330,5,0
600,360,5,0
600,390,1,0
600,420,10,0
600,450,2,0
600,480,6,0
600,510,9,0
600,540,5,0
600,570,6,0
