0,0,80,0
0,30,80,0
0,60,30,0
0,90,90,0
0,120,50,0
0,150,10,0
0,180,20,0
0,210,90,0
0,240,100,0
0,270,80,0
0,300,80,0
0,330,10,0
0,360,90,0
0,390,90,0
0,420,80,0
0,450,50,0
0,480,10,0
0,510,100,0
0,540,50,0
0,570,90,0
0,600,60,0
30,0,40,0
30,30,100,0
30,60,30,0
30,90,100,0
30,120,90,0
30,150,80,0
30,180,40,0
30,210,80,0
30,240,80,0
30,270,90,0
30,300,90,0
30,330,10,0
30,360,50,0
30,390,90,0
30,420,80,0
30,450,40,0
30,480,10,0
30,510,80,0
30,540,60,0
30,570,70,0
30,600,80,0
60,0,50,0
60,30,60,0
60,60,100,0
60,90,90,0
60,120,10,0
60,150,10,0
60,180,50,0
60,210,60,0
60,240,20,0
60,270,80,0
60,300,60,0
60,330,50,0
60,360,20,0
60,390,50,0
60,420,40,0
60,450,100,0
60,480,100,0
60,510,20,0
60,540,20,0
60,570,40,0
60,600,90,0
90,0,60,0
90,30,90,0
90,60,90,0
90,90,60,0
90,120,100,0
90,150,90,0
90,180,100,0
90,210,80,0
90,240,10,0
90,270,100,0
90,300,50,0
90,330,80,0
90,360,60,0
90,390,80,0
90,420,100,0
90,450,40,0
90,480,100,0
90,510,90,0
90,540,100,0
90,570,70,0
90,600,40,0
120,0,70,0
120,30,80,0
120,60,60,0
120,90,70,0
120,120,30,0
120,150,100,0
120,180,30,0
120,210,80,0
120,240,30,0
120,270,30,0
120,300,60,0
120,330,70,0
120,360,20,0
120,390,60,0
120,420,90,0
120,450,50,0
120,480,90,0
120,510,100,0
120,540,60,0
120,570,70,0
120,600,100,0
150,0,80,0
150,30,50,0
150,60,80,0
150,90,10,0
150,120,60,0
150,150,80,0
150,180,30,0
150,210,70,0
150,240,80,0
150,270,50,0
150,300,10,0
150,330,90,0
150,360,30,0
150,390,20,0
150,420,60,0
150,450,70,0
150,480,80,0
150,510,30,0
150,540,90,0
150,570,10,0
150,600,100,0
180,0,10,0
180,30,80,0
180,60,40,0
180,90,40,0
180,120,90,0
180,150,20,0
180,180,60,0
180,210,70,0
180,240,100,0
180,270,70,0
180,300,80,0
180,330,30,0
180,360,90,0
180,390,70,0
180,420,30,0
180,450,60,0
180,480,100,0
180,510,50,0
180,540,10,0
180,570,60,0
180,600,100,0
210,0,70,0
210,30,80,0
210,60,100,0
210,90,50,0
210,120,60,0
210,150,80,0
210,180,60,0
210,210,90,0
210,240,100,0
210,270,20,0
210,300,40,0
210,330,90,0
210,360,40,0
210,390,30,0
210,420,40,0
210,450,100,0
210,480,60,0
210,510,60,0
210,540,10,0
210,570,70,0
210,600,100,0
240,0,30,0
240,30,10,0
240,60,60,0
240,90,30,0
240,120,60,0
240,150,90,0
240,180,70,0
240,210,90,0
240,240,70,0
240,270,90,0
240,300,60,0
240,330,50,0
240,360,100,0
240,390,80,0
240,420,70,0
240,450,50,0
240,480,90,0
240,510,80,0
240,540,50,0
240,570,50,0
240,600,40,0
270,0,70,0
270,30,70,0
270,60,40,0
270,90,60,0
270,120,10,0
270,150,100,0
270,180,80,0
270,210,90,0
270,240,70,0
270,270,80,0
270,300,60,0
270,330,60,0
270,360,60,0
270,390,30,0
270,420,60,0
270,450,70,0
270,480,70,0
270,510,20,0
270,540,100,0
270,570,60,0
270,600,10,0
300,0,50,0
300,30,20,0
300,60,70,0
300,90,100,0
300,120,20,0
300,150,20,0
300,180,70,0
300,210,30,0
300,240,10,0
300,270,50,0
300,300,90,0
300,330,100,0
300,360,20,0
300,390,50,0
300,420,30,0
300,450,90,0
300,480,90,0
300,510,40,0
300,540,30,0
300,570,80,0
300,600,80,0
330,0,60,0
330,30,30,0
330,60,20,0
330,90,50,0
330,120,10,0
330,150,20,0
330,180,70,0
330,210,70,0
330,240,40,0
330,270,20,0
330,300,60,0
330,330,70,0
330,360,60,0
330,390,60,0
330,420,80,0
330,450,10,0
330,480,50,0
330,510,20,0
330,540,60,0
330,570,50,0
330,600,50,0
360,0,60,0
360,30,50,0
360,60,40,0
360,90,100,0
360,120,30,0
360,150,10,0
360,180,10,0
360,210,30,0
360,240,30,0
360,270,30,0
360,300,40,0
